id,unit of measure (per pack),line item quantity,line item value,pack price,unit price,line item insurance (usd)
83705,60,7619,53333.0,7.0,0.12,65.97
83706,60,1102,14281.92,12.96,0.22,17.67
83707,30,65615,308390.5,4.7,0.16,381.48
83708,30,36007,119903.31,3.33,0.11,148.32
83709,30,238,792.54,3.33,0.11,0.98
83710,120,378,8232.84,21.78,0.18,10.18
83711,60,864,6048.0,7.0,0.12,7.48
83712,90,312,2277.6,7.3,0.08,2.82
83713,60,2788,31950.48,11.46,0.19,39.52
83714,60,638,1212.2,1.9,0.03,1.5
83715,240,2191,4272.45,1.95,0.01,5.99
83716,30,9357,31158.81,3.33,0.11,38.54
83717,90,98,911.4,9.3,0.1,1.13
83718,60,3035,22064.45,7.27,0.12,27.29
83719,60,67271,470897.0,7.0,0.12,660.2
83720,30,48,225.6,4.7,0.16,0.28
83726,30,4072,13559.76,3.33,0.11,16.77
83727,30,6000,24000.0,4.0,0.13,29.69
83728,60,75000,643500.0,8.58,0.14,796.01
83730,30,70000,780500.0,11.15,0.37,965.48
83731,60,12000,102960.0,8.58,0.14,127.36
83732,120,228,4788.0,21.0,0.18,5.92
83733,30,32000,106560.0,3.33,0.11,131.81
83735,60,4637,18037.93,3.89,0.06,18.54
83736,60,80000,184800.0,2.31,0.04,228.6
83738,120,12960,262051.2,20.22,0.17,324.16
83739,30,269030,3309069.0,12.3,0.41,4093.32
83740,30,130437,1454372.55,11.15,0.37,1799.06
83742,30,3859,15590.36,4.04,0.13,19.29
83743,60,4200,16338.0,3.89,0.06,20.21
83746,90,5687,52889.1,9.3,0.1,65.42
83747,60,59674,512002.92,8.58,0.14,633.35
83748,30,4837,65396.24,13.52,0.45,80.9
83749,120,40435,817595.7,20.22,0.17,1011.37
83750,60,142000,1218360.0,8.58,0.14,1507.11
83751,30,83000,925450.0,11.15,0.37,1144.78
83752,30,66054,736502.1,11.15,0.37,911.05
83760,60,8600,57878.0,6.73,0.11,71.6
83761,30,40000,234800.0,5.87,0.2,290.45
83762,60,145400,1247532.0,8.58,0.14,1543.2
83763,60,2085,8340.0,4.0,0.07,10.32
83764,60,15000,32250.0,2.15,0.04,39.89
83765,30,4641,18749.64,4.04,0.13,23.19
83766,60,41076,339287.76,8.26,0.14,348.79
83767,60,2100,4746.0,2.26,0.04,4.88
83768,90,510,4743.0,9.3,0.1,4.88
83771,30,25511,303325.79,11.89,0.4,375.21
83772,30,137189,1529657.35,11.15,0.37,1572.49
83773,60,43460,162975.0,3.75,0.06,201.6
83774,60,188,374.12,1.99,0.03,0.38
83775,120,2000,40960.0,20.48,0.17,42.11
83776,240,4000,5720.0,1.43,0.01,5.88
83777,60,12965,29300.9,2.26,0.04,30.12
83779,30,206508,2455380.12,11.89,0.4,3037.31
83780,30,40409,439245.83,10.87,0.36,543.35
83781,60,1135,6333.3,5.58,0.09,6.51
83782,60,3386,38024.78,11.23,0.19,39.09
83783,120,10040,189756.0,18.9,0.16,195.07
83784,30,4300,16254.0,3.78,0.13,16.71
83785,60,62,341.0,5.5,0.09,0.35
83787,60,18800,70500.0,3.75,0.06,87.21
83788,60,4000,26400.0,6.6,0.11,27.14
83789,60,20000,132000.0,6.6,0.11,135.7
83791,60,20000,75000.0,3.75,0.06,77.1
83792,120,33171,626931.9,18.9,0.16,644.49
83793,30,166295,771608.8,4.64,0.15,793.21
83795,30,2880,31046.4,10.78,0.36,31.92
83796,60,1152,9342.72,8.11,0.14,9.6
83797,60,450,994.5,2.21,0.04,1.02
83804,60,790,5150.8,6.52,0.11,6.37
83806,240,507,937.95,1.85,0.01,1.16
83808,120,84,1587.6,18.9,0.16,1.96
83809,60,5232,13027.68,2.49,0.04,13.39
83810,100,45000,58500.0,1.3,0.01,60.14
83813,60,429,2415.27,5.63,0.09,2.48
83815,240,156,327.6,2.1,0.01,0.34
83817,120,49000,926100.0,18.9,0.16,952.03
83818,90,2900,23954.0,8.26,0.09,24.62
83819,60,63285,513241.35,8.11,0.14,527.61
83822,240,129,210.27,1.63,0.01,0.22
83823,60,68113,148486.34,2.18,0.04,152.64
83824,60,10868,122047.64,11.23,0.19,125.46
83825,100,1330,1729.0,1.3,0.01,1.78
83826,240,2125,3463.75,1.63,0.01,3.56
83827,90,1016,9448.8,9.3,0.1,9.71
83828,60,2825,10537.25,3.73,0.06,10.83
83829,60,320,556.8,1.74,0.03,0.57
83830,30,715,2888.6,4.04,0.13,2.97
83832,30,29804,95670.84,3.21,0.11,134.13
83833,120,280,5518.8,19.71,0.16,5.67
83842,120,312,6149.52,19.71,0.16,6.32
83843,120,12713,240275.7,18.9,0.16,247.0
83844,60,11553,43092.69,3.73,0.06,44.3
83845,60,715,8029.45,11.23,0.19,8.25
83876,60,20000,40000.0,2.0,0.03,41.12
83847,60,18317,71253.13,3.89,0.06,88.14
83848,60,31153,116823.75,3.75,0.06,120.09
83849,60,27847,109995.65,3.95,0.07,113.08
83850,60,37963,136666.8,3.6,0.06,140.49
83853,30,3244,43761.56,13.49,0.45,44.99
83855,30,2660,8352.4,3.14,0.1,8.59
83859,60,10893,21677.07,1.99,0.03,22.28
83860,60,49941,110369.61,2.21,0.04,113.46
83861,60,7700,86471.0,11.23,0.19,88.89
83862,120,29998,581361.24,19.38,0.16,597.64
84011,30,950,4370.0,4.6,0.15,9.42
83864,30,350000,3416000.0,9.76,0.33,4020.63
83866,30,29996,93587.52,3.12,0.1,96.21
83867,30,37500,120375.0,3.21,0.11,123.75
83868,30,14420,66764.6,4.63,0.15,68.63
83869,60,14344,28544.56,1.99,0.03,29.34
83872,60,2173,24685.28,11.36,0.19,25.38
83877,30,380000,3708800.0,9.76,0.33,3812.65
83878,60,11106,45423.54,4.09,0.07,46.7
83879,30,117112,1143013.12,9.76,0.33,1175.02
83880,30,2361,24200.25,10.25,0.34,28.48
83881,60,10059,21928.62,2.18,0.04,25.81
83882,30,41416,132945.36,3.21,0.11,136.67
83883,60,5280,59294.4,11.23,0.19,60.95
83885,60,164867,1088122.2,6.6,0.11,1118.59
83886,60,42500,328100.0,7.72,0.13,337.29
83888,30,400000,3904000.0,9.76,0.33,4013.31
83890,60,100000,652000.0,6.52,0.11,670.26
83891,60,6384,22982.4,3.6,0.06,23.63
83893,30,81589,783254.4,9.6,0.32,921.89
83894,120,320,6048.0,18.9,0.16,7.12
83897,60,24174,123045.66,5.09,0.08,126.49
83898,30,1087,14294.05,13.15,0.44,14.69
83899,60,3813,7435.35,1.95,0.03,8.75
83900,30,619999,5951990.4,9.6,0.32,7005.49
83901,30,122449,1175510.4,9.6,0.32,1383.58
83903,60,28524,112669.8,3.95,0.07,132.61
83904,60,832,2995.2,3.6,0.06,3.08
83905,30,120742,554205.78,4.59,0.15,652.3
83906,30,8190,78624.0,9.6,0.32,92.54
83907,60,15935,57366.0,3.6,0.06,67.52
83908,30,56994,263312.28,4.62,0.15,309.92
83909,60,45671,297774.92,6.52,0.11,350.48
83910,60,131607,1016006.04,7.72,0.13,1044.45
83911,30,14996,46787.52,3.12,0.1,55.07
83912,60,70971,547896.12,7.72,0.13,644.87
83913,30,820,10783.0,13.15,0.44,12.69
83914,30,56400,541440.0,9.6,0.32,637.27
83915,120,100,1864.0,18.64,0.16,2.19
83916,120,240,4646.4,19.36,0.16,5.47
83917,60,11584,58962.56,5.09,0.08,60.61
83919,30,55851,256356.09,4.59,0.15,301.73
83920,60,21000,41790.0,1.99,0.03,49.19
83921,30,6750,31185.0,4.62,0.15,36.7
83922,120,12000,232320.0,19.36,0.16,273.44
83925,60,19099,211807.91,11.09,0.18,217.74
83926,60,61154,133315.72,2.18,0.04,137.05
83929,90,1482,13782.6,9.3,0.1,16.22
83930,30,5025,65877.75,13.11,0.44,77.54
83932,60,3408,12098.4,3.55,0.06,14.24
83948,60,214,1874.64,8.76,0.15,3.67
83949,240,75,142.5,1.9,0.01,0.28
83950,90,24,290.88,12.12,0.13,0.57
83951,60,63,441.0,7.0,0.12,0.86
83953,60,4050,5913.0,1.46,0.02,11.59
83954,60,8383,63123.99,7.53,0.13,123.72
83955,60,16566,127723.86,7.71,0.13,250.34
83956,30,4000,23120.0,5.78,0.19,45.32
83957,60,4000,16000.0,4.0,0.07,31.36
83958,60,10167,24807.48,2.44,0.04,53.48
83959,30,61059,352921.02,5.78,0.19,691.73
83960,30,200,1156.0,5.78,0.19,2.27
83961,100,2352,11760.0,5.0,0.05,23.05
83962,60,1833,28411.5,15.5,0.26,55.69
83963,60,2590,55477.8,21.42,0.36,108.74
83964,60,108,180.36,1.67,0.03,0.39
83965,60,990,7454.7,7.53,0.13,16.07
83966,60,16539,40355.16,2.44,0.04,79.1
83967,60,3350,29346.0,8.76,0.15,57.52
83968,60,28000,317800.0,11.35,0.19,622.89
83969,60,29683,86080.7,2.9,0.05,168.72
83970,60,100,146.0,1.46,0.02,0.31
83971,60,6384,55923.84,8.76,0.15,120.57
83972,30,13577,78475.06,5.78,0.19,169.19
83973,60,16019,140326.44,8.76,0.15,302.54
83974,30,8676,50147.28,5.78,0.19,98.29
83975,60,380,3328.8,8.76,0.15,7.18
83976,60,4319,11790.87,2.73,0.05,23.11
83977,60,20602,133294.94,6.47,0.11,261.26
83978,60,50000,136500.0,2.73,0.05,267.54
83979,60,1541,9970.27,6.47,0.11,19.54
83980,60,4000,13600.0,3.4,0.06,26.66
83981,90,2066,20804.62,10.07,0.11,40.78
83982,60,84,126.0,1.5,0.02,0.27
83983,60,11500,31395.0,2.73,0.05,67.69
83984,240,3136,5958.4,1.9,0.01,12.85
83985,30,5000,25650.0,5.13,0.17,55.3
83986,90,769,7743.83,10.07,0.11,15.18
83987,60,5000,43800.0,8.76,0.15,94.43
83988,60,100000,1122000.0,11.22,0.19,2419.03
83989,60,20518,230211.96,11.22,0.19,496.34
83990,30,40148,401480.0,10.0,0.33,865.59
83991,60,905,6787.5,7.5,0.12,14.63
83992,60,4200,36792.0,8.76,0.15,79.32
83993,60,90,675.0,7.5,0.12,1.46
83995,60,25000,280500.0,11.22,0.19,604.76
83996,30,210,997.5,4.75,0.16,2.15
83997,60,9924,74430.0,7.5,0.12,160.47
83998,100,564,2729.76,4.84,0.05,5.89
83999,30,1590,31672.8,19.92,0.66,68.29
84000,60,46001,122362.66,2.66,0.04,263.81
84001,60,27440,240374.4,8.76,0.15,471.13
84002,60,298,1743.3,5.85,0.1,3.76
84039,60,632,9796.0,15.5,0.26,21.12
84003,60,46000,516120.0,11.22,0.19,1112.75
84004,60,7800,47658.0,6.11,0.1,102.75
84005,30,5900,28025.0,4.75,0.16,60.42
84006,60,4782,53654.04,11.22,0.19,115.68
84007,240,3168,6336.0,2.0,0.01,13.66
84008,30,2797,32864.75,11.75,0.39,70.86
84009,60,20000,46600.0,2.33,0.04,100.47
84010,60,5869,65850.18,11.22,0.19,141.97
84012,30,100000,460000.0,4.6,0.15,991.76
84013,60,3000,7980.0,2.66,0.04,15.64
84014,60,46678,127430.94,2.73,0.05,274.74
84015,30,28500,131100.0,4.6,0.15,282.65
84016,30,804,3698.4,4.6,0.15,7.97
84017,60,200,1500.0,7.5,0.12,3.23
84018,90,500,4855.0,9.71,0.11,10.47
84019,60,23358,400356.12,17.14,0.29,863.17
84020,60,23856,208978.56,8.76,0.15,450.56
84021,60,4674,40944.24,8.76,0.15,88.28
84022,60,38500,105105.0,2.73,0.05,226.61
84023,60,5900,19352.0,3.28,0.05,41.72
84024,60,5880,42394.8,7.21,0.12,91.4
84025,60,560,4905.6,8.76,0.15,10.58
84026,60,29315,167974.95,5.73,0.1,362.15
84027,60,28868,323898.96,11.22,0.19,698.33
84028,60,2280,16438.8,7.21,0.12,35.44
84029,30,30000,352500.0,11.75,0.39,759.99
84030,60,54125,607282.5,11.22,0.19,1309.3
84031,60,5000,36050.0,7.21,0.12,77.72
84032,30,2436,5456.64,2.24,0.07,11.76
84033,60,9000,100980.0,11.22,0.19,217.71
84034,60,13104,35773.92,2.73,0.05,77.13
84035,60,34801,95006.73,2.73,0.05,204.83
84038,30,15331,68222.95,4.45,0.15,147.09
84040,60,7925,21080.5,2.66,0.04,45.45
84041,60,12100,32186.0,2.66,0.04,69.39
84042,60,27900,74214.0,2.66,0.04,160.01
84043,60,1002,7224.42,7.21,0.12,15.58
84044,90,230,2233.3,9.71,0.11,4.81
84045,60,112100,642333.0,5.73,0.1,1384.87
84046,120,140,5425.0,38.75,0.32,11.7
84047,30,27304,118499.36,4.34,0.14,255.48
84048,60,31084,348762.48,11.22,0.19,751.93
84049,60,2000,11460.0,5.73,0.1,24.71
84050,60,72023,615796.65,8.55,0.14,1327.66
84051,60,1660,11968.6,7.21,0.12,25.8
84052,60,36562,198531.66,5.43,0.09,428.03
84053,60,36139,308988.45,8.55,0.14,666.18
84054,60,19767,52580.22,2.66,0.04,113.36
84055,30,50000,441000.0,8.82,0.29,950.8
84178,60,3262,8187.62,2.51,0.04,11.48
84056,60,69202,776446.44,11.22,0.19,1674.02
84057,60,23448,76909.44,3.28,0.05,165.82
84058,60,6700,15611.0,2.33,0.04,33.66
84059,240,3660,6771.0,1.85,0.01,14.6
84060,30,6020,39551.4,6.57,0.22,65.26
84061,30,200000,2184000.0,10.92,0.36,4708.7
84062,30,129998,1419578.16,10.92,0.36,3060.61
84063,30,57456,255679.2,4.45,0.15,551.24
84064,60,3355,19224.15,5.73,0.1,41.45
84065,60,1827,13172.67,7.21,0.12,21.73
84066,60,40752,348429.6,8.55,0.14,751.21
84067,60,648,10044.0,15.5,0.26,21.65
84068,30,3493,14740.46,4.22,0.14,24.32
84069,30,1309,29452.5,22.5,0.75,48.6
84092,240,1800,3330.0,1.85,0.01,5.49
84070,60,20376,174214.8,8.55,0.14,287.45
84074,60,4050,9436.5,2.33,0.04,15.57
84075,30,11280,224697.6,19.92,0.66,370.75
84076,60,2000,11120.0,5.56,0.09,18.35
84077,30,60756,640368.24,10.54,0.35,1056.61
84078,30,87744,370279.68,4.22,0.14,610.96
84079,60,2111,4918.63,2.33,0.04,10.6
84080,30,105,892.5,8.5,0.28,1.92
84081,30,45,495.0,11.0,0.37,1.07
84082,60,54869,127844.77,2.33,0.04,210.94
84083,60,120000,1026000.0,8.55,0.14,2212.06
84084,60,7946,19944.46,2.51,0.04,43.0
84085,60,630,882.0,1.4,0.02,1.46
84086,60,10394,72965.88,7.02,0.12,157.31
84087,30,10000,65700.0,6.57,0.22,108.4
84088,60,4669,14940.8,3.2,0.05,32.21
84089,60,42371,109317.18,2.58,0.04,180.37
84090,60,3173,7393.09,2.33,0.04,12.2
84091,60,15508,38925.08,2.51,0.04,64.23
84093,60,514,1197.62,2.33,0.04,1.98
84094,60,112000,281120.0,2.51,0.04,606.09
84095,60,14770,79462.6,5.38,0.09,131.11
84096,60,8800,28160.0,3.2,0.05,46.46
84097,60,38040,95480.4,2.51,0.04,157.54
84098,60,168,221.76,1.32,0.02,0.37
84099,60,135900,1524798.0,11.22,0.19,2515.92
84101,60,36997,199043.86,5.38,0.09,429.14
84102,60,180,2700.0,15.0,0.25,4.46
84103,30,1571,35347.5,22.5,0.75,58.32
84104,60,30000,256500.0,8.55,0.14,423.22
84105,60,89037,223482.87,2.51,0.04,368.75
84106,30,19242,81201.24,4.22,0.14,133.98
84107,30,27975,126447.0,4.52,0.15,208.64
84108,240,9400,18988.0,2.02,0.01,31.33
84109,240,385,777.7,2.02,0.01,1.28
84110,30,13154,262027.68,19.92,0.66,564.93
84111,60,267671,3003268.62,11.22,0.19,4955.39
84112,30,135158,583882.56,4.32,0.14,963.41
84113,60,23861,267720.42,11.22,0.19,441.74
84115,60,3850,5390.0,1.4,0.02,8.89
84116,60,45000,504900.0,11.22,0.19,833.08
84117,60,19200,48192.0,2.51,0.04,79.52
84118,60,1512,1995.84,1.32,0.02,3.29
84119,60,108,271.08,2.51,0.04,0.45
84120,30,3520,22598.4,6.42,0.21,37.29
84121,30,10000,41200.0,4.12,0.14,67.98
84122,30,23940,214741.8,8.97,0.3,354.32
84123,60,6400,44928.0,7.02,0.12,74.13
84124,30,80000,1593600.0,19.92,0.66,2629.44
84125,30,20000,341600.0,17.08,0.57,563.64
84126,60,13023,33599.34,2.58,0.04,55.44
84127,240,8000,15600.0,1.95,0.01,25.74
84128,30,53279,438486.17,8.23,0.27,723.5
84129,60,200000,502000.0,2.51,0.04,828.3
84130,60,26,67.08,2.58,0.04,0.09
84131,60,70,180.6,2.58,0.04,0.25
84132,60,20,292.6,14.63,0.24,0.41
84133,60,75,619.5,8.26,0.14,0.87
84134,60,30,330.0,11.0,0.18,0.46
84135,60,22,56.76,2.58,0.04,0.08
84136,60,450,3717.0,8.26,0.14,5.21
84137,120,50,1687.0,33.74,0.28,2.37
84138,60,274,2263.24,8.26,0.14,3.17
84139,240,163,317.85,1.95,0.01,0.45
84140,60,100000,1122000.0,11.22,0.19,1851.3
84141,60,9073,22773.23,2.51,0.04,37.58
84142,60,23,53.59,2.33,0.04,0.08
84143,30,56386,232310.32,4.12,0.14,325.7
84144,240,2808,5194.8,1.85,0.01,7.28
84145,30,17440,95920.0,5.5,0.18,158.27
84146,60,15003,219493.89,14.63,0.24,362.16
84147,60,534,1377.72,2.58,0.04,2.27
84148,30,22426,136350.08,6.08,0.2,224.98
84149,240,19026,37100.7,1.95,0.01,61.22
84150,60,163735,695873.75,4.25,0.07,1148.19
84151,60,200,516.0,2.58,0.04,0.72
84152,60,200,466.0,2.33,0.04,0.65
84153,60,14125,158482.5,11.22,0.19,261.5
84154,60,1800,4518.0,2.51,0.04,6.33
84155,30,5150,45062.5,8.75,0.29,63.18
84156,60,75000,841500.0,11.22,0.19,1388.48
84157,60,7273,60074.98,8.26,0.14,99.12
84158,60,7150,21092.5,2.95,0.05,34.8
84159,240,1489,18612.5,12.5,0.05,26.09
84160,60,11574,127314.0,11.0,0.18,210.07
84161,90,993,8579.52,8.64,0.1,12.03
84162,60,26300,119402.0,4.54,0.08,197.01
84163,240,24307,47398.65,1.95,0.01,78.21
84164,240,26807,52273.65,1.95,0.01,86.25
84165,60,4166,29245.32,7.02,0.12,41.0
84166,60,8334,19418.22,2.33,0.04,27.22
84167,60,2000,15560.0,7.78,0.13,21.82
84168,60,48874,119252.56,2.44,0.04,167.19
84169,60,3345,26024.1,7.78,0.13,42.94
84170,60,13127,32948.77,2.51,0.04,46.19
84173,30,32562,127317.42,3.91,0.13,178.5
84174,60,100000,244000.0,2.44,0.04,342.09
84175,60,69037,168450.28,2.44,0.04,277.94
84176,30,80,440.0,5.5,0.18,0.62
84177,100,1500,120000.0,80.0,0.8,168.24
84179,60,37844,92339.36,2.44,0.04,129.46
84180,60,69037,167069.54,2.42,0.04,275.66
84181,30,78082,418519.52,5.36,0.18,690.56
84182,30,200000,3008000.0,15.04,0.5,4217.22
84183,30,17124,257544.96,15.04,0.5,361.08
84184,60,4451,13130.45,2.95,0.05,21.67
84185,30,155202,591319.62,3.81,0.13,829.03
84186,30,24799,132922.64,5.36,0.18,186.36
84187,60,65599,193517.05,2.95,0.05,271.31
84188,60,18350,44774.0,2.44,0.04,62.77
84189,120,5000,148400.0,29.68,0.25,208.06
84190,30,5619,30117.84,5.36,0.18,42.23
84191,30,4292,16352.52,3.81,0.13,22.93
84192,60,263,636.46,2.42,0.04,0.89
84193,30,8132,29600.48,3.64,0.12,41.5
84194,60,74469,180214.98,2.42,0.04,252.66
84195,60,13499,58045.7,4.3,0.07,81.38
84196,60,10500,30975.0,2.95,0.05,43.43
84197,240,5000,10500.0,2.1,0.01,14.72
84198,30,2445,9315.45,3.81,0.13,13.06
84199,60,88403,682471.16,7.72,0.13,956.82
84200,60,2573,7590.35,2.95,0.05,10.64
84201,60,43676,105695.92,2.42,0.04,148.19
84202,60,19425,36907.5,1.9,0.03,51.74
84203,60,3726,8271.72,2.22,0.04,11.6
84204,60,43632,336839.04,7.72,0.13,472.25
84205,60,2484,23896.08,9.62,0.16,33.5
84206,60,44665,344813.8,7.72,0.13,483.43
84207,60,33978,78149.4,2.3,0.04,109.57
84208,30,74064,269592.96,3.64,0.12,377.97
84209,120,17500,539350.0,30.82,0.26,756.17
84210,30,69691,373543.76,5.36,0.18,523.71
84211,120,10000,267000.0,26.7,0.22,374.33
84212,60,4535,10974.7,2.42,0.04,15.39
84213,30,112007,1356404.77,12.11,0.4,1901.68
84214,30,112873,1366892.03,12.11,0.4,1916.38
84215,60,123,244.77,1.99,0.03,0.3
84216,30,221799,1066853.19,4.81,0.16,1495.73
84217,60,164433,379840.23,2.31,0.04,532.54
84218,30,30114,412260.66,13.69,0.46,577.99
84222,60,270,1269.0,4.7,0.08,1.57
84223,60,1296,2928.96,2.26,0.04,3.62
84224,60,990,8494.2,8.58,0.14,10.51
84225,60,54,248.4,4.6,0.08,0.31
84226,90,228,1664.4,7.3,0.08,2.06
84227,60,36240,310939.2,8.58,0.14,435.94
84228,60,7253,62230.74,8.58,0.14,87.25
84229,30,32298,151800.6,4.7,0.16,187.78
84273,30,4800,15984.0,3.33,0.11,19.77
84230,30,20160,244137.6,12.11,0.4,302.0
84231,60,4800,34896.0,7.27,0.12,43.17
84232,60,42717,366511.86,8.58,0.14,453.38
84233,60,216,285.12,1.32,0.02,0.35
84234,120,8476,209865.76,24.76,0.21,294.23
84235,30,49467,232494.9,4.7,0.16,325.96
84236,60,25991,58739.66,2.26,0.04,72.66
84237,240,225,416.25,1.85,0.01,0.51
84238,120,2390,56762.5,23.75,0.2,70.22
84241,30,7051,98431.96,13.96,0.47,121.76
84242,30,225035,3080729.15,13.69,0.46,4319.18
84243,60,38722,332234.76,8.58,0.14,465.79
84244,60,11606,26693.8,2.3,0.04,33.02
84245,30,1800,7272.0,4.04,0.13,9.0
84247,120,240,5942.4,24.76,0.21,7.35
84248,30,69811,423752.77,6.07,0.2,524.18
84249,60,1466,9910.16,6.76,0.11,12.26
84250,30,20537,124659.59,6.07,0.2,154.2
84251,30,1080,6555.6,6.07,0.2,8.11
84252,120,7677,167205.06,21.78,0.18,206.83
84253,30,2014,9465.8,4.7,0.16,11.71
84254,30,34200,113886.0,3.33,0.11,140.88
84255,60,2600,5174.0,1.99,0.03,6.4
84256,240,13603,28566.3,2.1,0.01,35.34
84257,60,25400,217932.0,8.58,0.14,269.58
84258,30,40534,190509.8,4.7,0.16,235.66
84259,60,14344,32417.44,2.26,0.04,40.1
84260,60,12917,29709.1,2.3,0.04,36.75
84262,60,41222,288554.0,7.0,0.12,356.94
84263,60,763,3509.8,4.6,0.08,4.34
84264,30,66956,704377.12,10.52,0.35,987.54
84265,30,8531,40095.7,4.7,0.16,49.6
84267,60,109238,246877.88,2.26,0.04,305.39
84270,30,45000,149850.0,3.33,0.11,185.36
84271,120,7014,152764.92,21.78,0.18,188.97
84272,30,176213,2283720.48,12.96,0.43,2824.96
84274,30,35930,377983.6,10.52,0.35,467.57
84275,60,44017,363580.42,8.26,0.14,449.75
84276,60,1945,6418.5,3.3,0.06,7.94
84277,30,2656,10730.24,4.04,0.13,13.27
84279,60,800,6608.0,8.26,0.14,8.17
84280,60,45233,316631.0,7.0,0.12,391.67
84281,30,59680,627833.6,10.52,0.35,776.63
84282,60,7600,29564.0,3.89,0.06,41.45
84283,60,2997,6773.22,2.26,0.04,8.38
84284,30,16099,198017.7,12.3,0.41,277.62
84285,90,10000,73000.0,7.3,0.08,90.3
84286,240,6339,12361.05,1.95,0.01,15.29
84287,30,70643,235241.19,3.33,0.11,290.99
84288,60,13370,153220.2,11.46,0.19,189.53
84289,120,13040,263668.8,20.22,0.17,326.16
84290,30,131520,632611.2,4.81,0.16,782.54
84291,240,5495,7967.75,1.45,0.01,9.86
84292,120,13164,266176.08,20.22,0.17,329.26
84293,60,288,650.88,2.26,0.04,0.81
84294,60,21410,133812.5,6.25,0.1,165.53
84295,60,15080,105560.0,7.0,0.12,130.58
84296,100,56540,73502.0,1.3,0.01,90.92
84297,60,9984,22563.84,2.26,0.04,27.91
84298,120,6269,131649.0,21.0,0.18,162.85
84299,60,14300,118118.0,8.26,0.14,146.11
84302,120,46009,942264.32,20.48,0.17,1165.58
84303,60,89520,768081.6,8.58,0.14,950.12
84329,60,1864,7456.0,4.0,0.07,9.22
84304,60,59498,134465.48,2.26,0.04,166.33
84305,60,9300,106578.0,11.46,0.19,131.84
84306,30,3402,19969.74,5.87,0.2,24.7
84307,240,5233,7587.85,1.45,0.01,9.39
84308,90,96,892.8,9.3,0.1,1.1
84309,60,67334,577725.72,8.58,0.14,714.65
84311,30,39360,189321.6,4.81,0.16,234.19
84312,60,5800,22562.0,3.89,0.06,27.91
84313,120,1865,38195.2,20.48,0.17,39.26
84314,30,7130,33511.0,4.7,0.16,41.45
84319,120,88,1848.0,21.0,0.18,2.29
84320,60,11605,24950.75,2.15,0.04,30.86
84321,90,2586,24049.8,9.3,0.1,24.72
84322,60,378,854.28,2.26,0.04,0.88
84323,30,1303,6124.1,4.7,0.16,7.58
84328,60,9500,38000.0,4.0,0.07,47.01
84332,60,11022,125209.92,11.36,0.19,154.88
84333,60,164250,1409265.0,8.58,0.14,1743.26
84334,60,2085,8340.0,4.0,0.07,10.32
84335,30,89490,972756.3,10.87,0.36,1203.3
84336,60,1330,3005.8,2.26,0.04,3.09
84337,240,440,818.4,1.86,0.01,0.84
84339,30,180194,1958708.78,10.87,0.36,2422.92
84341,60,70300,473119.0,6.73,0.11,585.25
84342,240,2867,6020.7,2.1,0.01,7.45
84343,240,595,5063.45,8.51,0.04,5.21
84420,60,178258,402863.08,2.26,0.04,414.14
84344,60,49998,412983.48,8.26,0.14,510.86
84345,60,54997,454275.22,8.26,0.14,466.99
84346,30,4629,51613.35,11.15,0.37,53.06
84347,120,507,10175.49,20.07,0.17,10.46
84348,60,287,2009.0,7.0,0.12,2.07
84349,240,190,399.0,2.1,0.01,0.41
84350,30,16834,182985.58,10.87,0.36,188.11
84351,30,4400,17776.0,4.04,0.13,21.99
84353,60,10819,23260.85,2.15,0.04,23.91
84354,240,176,369.6,2.1,0.01,0.38
84355,60,100000,811000.0,8.11,0.14,833.71
84356,30,127671,1423531.65,11.15,0.37,1463.39
84357,240,36,301.68,8.38,0.03,0.31
84358,60,15862,128640.82,8.11,0.14,159.13
84359,30,30205,325609.9,10.78,0.36,402.78
84360,30,27900,129456.0,4.64,0.15,133.08
84361,60,1000,5500.0,5.5,0.09,5.65
84362,30,489,6611.28,13.52,0.45,6.8
84366,60,74623,605192.53,8.11,0.14,622.14
84367,30,53705,249191.2,4.64,0.15,308.25
84368,240,6738,14149.8,2.1,0.01,14.55
84369,30,34733,199367.42,5.74,0.19,246.62
84370,30,43479,516965.31,11.89,0.4,531.44
84371,120,200,4008.0,20.04,0.17,4.12
84372,120,112,2207.52,19.71,0.16,2.73
84373,60,24768,61672.32,2.49,0.04,63.4
84374,100,43293,56280.9,1.3,0.01,69.62
84376,30,17801,82418.63,4.63,0.15,84.73
84380,60,697,1387.03,1.99,0.03,1.43
84381,60,35000,228200.0,6.52,0.11,234.59
84382,60,27137,110990.33,4.09,0.07,137.3
84384,30,71,959.92,13.52,0.45,0.99
84385,60,7303,14532.97,1.99,0.03,14.94
84386,60,1056,8564.16,8.11,0.14,8.8
84388,240,800,6800.0,8.5,0.04,6.99
84389,30,2238,12846.12,5.74,0.19,13.21
84390,60,18027,73730.43,4.09,0.07,75.79
84391,60,23999,47758.01,1.99,0.03,49.1
84392,30,140000,648200.0,4.63,0.15,666.35
84394,60,2725,5940.5,2.18,0.04,6.11
84395,120,3426,69273.72,20.22,0.17,71.21
84396,120,1603,31595.13,19.71,0.16,32.48
84398,60,5232,13027.68,2.49,0.04,13.39
84407,60,5432,61001.36,11.23,0.19,62.71
84408,30,14055,65074.65,4.63,0.15,66.9
84409,60,6,48.66,8.11,0.14,0.05
84410,60,105344,708965.12,6.73,0.11,728.82
